line_no,file_name,self_id,cue,sequence,waveform,awb_stream,character_name,role,gender,voice_target,voice_project,reference_audio,thai_text,pronunciation_note,prosody_note,status,tts_text
141,MS01_X01_A1_1020_M_BND_0080.wav,MS01_X01_A1_1020_M_BND_0080,134,134,134,136,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,ก็ตอนแรกเขาอยากจะเข้าร่วมการประลองด้วยกันกับครูฝึกนั่นแหละ แต่ฝ่าบาทเร็กน่าไม่อนุญาตไง,,,PENDING_MANUAL_GENERATION,
142,MS01_X01_A1_1020_M_ELA_0070.wav,MS01_X01_A1_1020_M_ELA_0070,146,146,146,148,เอราดอร์,unknown,male,erador,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P008/candidate_01.wav,เขาจึงมาหานายท่าน เพื่อหาวิธีเข้างานประลองสินะ...,,,PENDING_MANUAL_GENERATION,
143,MS01_X01_A1_1020_M_ELA_0080.wav,MS01_X01_A1_1020_M_ELA_0080,147,147,147,149,เอราดอร์,unknown,male,erador,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P008/candidate_01.wav,ยังไงข้าก็อ้าแขนต้อนรับเขาอยู่แล้ว! ราชวงศ์มอบอิสระในการจัดทัพกับพวกเราไม่ใช่เหรอ,,,PENDING_MANUAL_GENERATION,
144,MS01_X01_A1_1020_M_ELA_0090.wav,MS01_X01_A1_1020_M_ELA_0090,148,148,148,150,เอราดอร์,unknown,male,erador,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P008/candidate_01.wav,ข้าคิดว่าฝ่าบาทคงจะมีความสุขไม่น้อย หากเราสามารถเอาชนะเอสฟรอสต์กับไฮแซนต์ได้,,,PENDING_MANUAL_GENERATION,
145,MS01_X01_A1_1020_M_BND_0090.wav,MS01_X01_A1_1020_M_BND_0090,135,135,135,137,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,...แน่นอนอยู่แล้วล่ะ ข้าจะได้แจ้งองค์ชายว่าเขาสามารถเข้าร่วมทัพของเราได้,,,PENDING_MANUAL_GENERATION,
146,MS01_X01_A1_1020_F_ANA_0080.wav,MS01_X01_A1_1020_F_ANA_0080,126,126,126,128,แอนนา,unknown,female,anna,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P006/candidate_02.wav,และเรื่องสุดท้าย คือปัญหาสุขภาพของลอร์ดซีมอน,,,PENDING_MANUAL_GENERATION,
147,MS01_X01_A1_1020_M_BND_0100.wav,MS01_X01_A1_1020_M_BND_0100,136,136,136,138,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,ช่างน่าเศร้าที่ผู้นำตระกูลของเราไม่สามารถเข้าร่วมการประลองได้,,,PENDING_MANUAL_GENERATION,
148,MS01_X01_A1_1020_M_BND_0110.wav,MS01_X01_A1_1020_M_BND_0110,137,137,137,139,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,หากไม่มีปาฏิหารย์เกิดขึ้น ข้าคิดว่าลอร์ดเซเรโนอาจะได้ประลองแทนพ่อของเขา,,,PENDING_MANUAL_GENERATION,
149,MS01_X01_A1_1020_M_ELA_0100.wav,MS01_X01_A1_1020_M_ELA_0100,149,149,149,151,เอราดอร์,unknown,male,erador,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P008/candidate_01.wav,ลอร์ดซีมอน... ไม่ว่าจะแข็งแกร่งขนาดไหน ก็พ่ายแพ้ความชราอยู่ดีสินะ,,,PENDING_MANUAL_GENERATION,
150,MS01_X01_A1_1020_M_ELA_0110.wav,MS01_X01_A1_1020_M_ELA_0110,150,150,150,152,เอราดอร์,unknown,male,erador,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P008/candidate_01.wav,ก็คงตามนั้น ปล่อยให้ข้าดูแลจัดการนายท่านกับองค์ชายโรแลนด์ได้เลย,,,PENDING_MANUAL_GENERATION,
151,MS01_X01_A1_1020_M_BND_0120.wav,MS01_X01_A1_1020_M_BND_0120,138,138,138,140,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,รับทราบ แต่ข้าขอเตือนไว้ก่อน แม้ว่านี่จะเป็นพิธีฉลอง...แต่ผู้เข้าแข่งขันทุกคนล้วนมีเจตนาที่เข้าการประลอง,,,PENDING_MANUAL_GENERATION,
152,MS01_X01_A1_1020_M_BND_0130.wav,MS01_X01_A1_1020_M_BND_0130,139,139,139,141,เบเนดิกต์,unknown,male,benedict,triangle-strategy,assets/approved_voice_references/benedict.wav,ระวังอย่าไปเสียท่าให้พวกเขานะ,,,PENDING_MANUAL_GENERATION,
153,MS01_X01_A1_1030_M_SEL_0010.wav,MS01_X01_A1_1030_M_SEL_0010,164,164,164,166,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,...ท่านพ่อ ข้าพาคู่หมั้นมาแนะนำให้ท่านรู้จัก ท่านหญิงเฟรเดอริก้าขอรับ,,,PENDING_MANUAL_GENERATION,
154,MS01_X01_A1_1030_F_FRE_0010.wav,MS01_X01_A1_1030_F_FRE_0010,151,151,151,153,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ยินดีที่ได้พบท่านเจ้าค่ะ ข้าคือเฟรเดอริก้าแห่งตระกูลเอสฟรอสต์,,,PENDING_MANUAL_GENERATION,
155,MS01_X01_A1_1030_M_SMN_0010.wav,MS01_X01_A1_1030_M_SMN_0010,173,173,173,175,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,โฮะโฮ่! ยินดีที่ได้พบกันนะ,,,PENDING_MANUAL_GENERATION,
156,MS01_X01_A1_1030_F_FRE_0020.wav,MS01_X01_A1_1030_F_FRE_0020,152,152,152,154,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,หากไม่ได้ตระกูลวูล์ฟฟอร์ตช่วยไว้ ป่านนี้สงครามซอลท์ไอรอนอาจปะทุอยู่ก็เป็นได้เจ้าค่ะ,,,PENDING_MANUAL_GENERATION,
157,MS01_X01_A1_1030_F_FRE_0030.wav,MS01_X01_A1_1030_F_FRE_0030,153,153,153,155,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ข้ามิอาจสมควรจะได้รับเกียรติในการเป็นหนึ่งเดียวกับตระกูลซึ่งเป็นที่นับถือของท่าน แต่ข้าจะพยายามรับใช้ท่านสุดความสามารถเจ้าค่ะ,,,PENDING_MANUAL_GENERATION,
158,MS01_X01_A1_1030_M_SMN_0020.wav,MS01_X01_A1_1030_M_SMN_0020,174,174,174,176,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,วะฮะฮะฮ่า! ไม่ต้องพูดจาเป็นทางการก็ได้ แม่หนู,,,PENDING_MANUAL_GENERATION,
159,MS01_X01_A1_1030_M_SMN_0030.wav,MS01_X01_A1_1030_M_SMN_0030,175,175,175,177,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,เจ้าคงเหนื่อยล้าจากการเดินทางเป็นแน่ คืนนี้พักผ่อนให้สบายเถิด,,,PENDING_MANUAL_GENERATION,
160,MS01_X01_A1_1030_F_FRE_0040.wav,MS01_X01_A1_1030_F_FRE_0040,154,154,154,156,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ขอบคุณเจ้าค่ะ ข้าเชื่อว่าทุกการเดินทาง ก้าวแรกสำคัญที่สุดเจ้าค่ะ,,,PENDING_MANUAL_GENERATION,
161,MS01_X01_A1_1030_F_FRE_0050.wav,MS01_X01_A1_1030_F_FRE_0050,155,155,155,157,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ก่อนที่เราจะเดินหน้าไปด้วยกัน ข้าอยากถามท่านว่า...ทำไมจึงต้อนรับสายเลือดโรเซลล์เช่นข้าเจ้าคะ?,,,PENDING_MANUAL_GENERATION,
162,MS01_X01_A1_1030_M_SMN_0040.wav,MS01_X01_A1_1030_M_SMN_0040,176,176,176,178,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,โฮะโฮ่... ได้ข่าวว่าเจ้าเป็นคนที่มุ่งมั่นมากเลยสินะ,,,PENDING_MANUAL_GENERATION,
163,MS01_X01_A1_1030_F_FRE_0060.wav,MS01_X01_A1_1030_F_FRE_0060,156,156,156,158,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ข้าขออภัยที่เสียมารยาทด้วย แต่ข้าถูกคลุมถุงชนให้แต่งงานกับตระกูลทรงอำนาจของอาณาจักรต่างแดน...,,,PENDING_MANUAL_GENERATION,
164,MS01_X01_A1_1030_F_FRE_0070.wav,MS01_X01_A1_1030_F_FRE_0070,157,157,157,159,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ข้าจึงอยากรู้ว่าท่านหวังอะไรจากข้า เพราะข้าไม่ต้องการทำให้ท่านผิดหวังเจ้าค่ะ,,,PENDING_MANUAL_GENERATION,
165,MS01_X01_A1_1030_M_SMN_0050.wav,MS01_X01_A1_1030_M_SMN_0050,177,177,177,179,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,เป็นคำถามที่มีเหตุผลมาก พวกเจ้าทั้งสองจงฟังให้ดี,,,PENDING_MANUAL_GENERATION,
166,MS01_X01_A1_1030_M_SEL_0020.wav,MS01_X01_A1_1030_M_SEL_0020,165,165,165,167,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ขอรับ ท่านพ่อ,,,PENDING_MANUAL_GENERATION,
167,MS01_X01_A1_1030_M_SMN_0060.wav,MS01_X01_A1_1030_M_SMN_0060,178,178,178,180,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,การแต่งงานพวกเจ้าทั้งสองได้ผ่านความเห็นชอบจากเกลนบรู๊คและเอสฟรอสต์ สายสัมพันธ์ของอาณาจักรสองเราจะได้แน่นแฟ้นขึ้น,,,PENDING_MANUAL_GENERATION,
168,MS01_X01_A1_1030_M_SEL_0030.wav,MS01_X01_A1_1030_M_SEL_0030,166,166,166,168,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,เพื่อให้เรามีอิทธิพลเหนือไฮแซนต์ แม้ว่าพวกเขาจะมีการผูกขาดเกลือหรือขอรับ?,,,PENDING_MANUAL_GENERATION,
169,MS01_X01_A1_1030_M_SMN_0070.wav,MS01_X01_A1_1030_M_SMN_0070,179,179,179,181,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,...ถูกต้อง เมื่อเกลนบรู๊คกับเอสฟรอสต์รวมอำนาจกัน ไฮแซนต์จึงมีทางเลือกไม่มากนอกเสียจากเข้าร่วมเป็นพันธมิตรกับเรา,,,PENDING_MANUAL_GENERATION,
170,MS01_X01_A1_1030_M_SMN_0080.wav,MS01_X01_A1_1030_M_SMN_0080,180,180,180,182,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,อีกทั้งท่านหญิงเฟรเดอริก้ายังเป็นน้องของอาร์ชดยุก และเป็นลูกสาวของนางสนมชาวโรเซลล์ในเวลาเดียวกัน,,,PENDING_MANUAL_GENERATION,
171,MS01_X01_A1_1030_M_SMN_0090.wav,MS01_X01_A1_1030_M_SMN_0090,181,181,181,183,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,แม้ว่าตระกูลวูล์ฟฟอร์ตจะมีทัพทหารแข็งแกร่งไม่น้อย แต่พวกเราเป็นเพียงทหารของพระราชา,,,PENDING_MANUAL_GENERATION,
172,MS01_X01_A1_1030_M_SMN_0100.wav,MS01_X01_A1_1030_M_SMN_0100,182,182,182,184,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,หากพวกเขาตั้งใจที่จะสร้างความสัมพันธ์อันแน่นแฟ้นอย่างแท้จริง ระหว่างสองอาณาจักร...,,,PENDING_MANUAL_GENERATION,
173,MS01_X01_A1_1030_F_FRE_0080.wav,MS01_X01_A1_1030_F_FRE_0080,158,158,158,160,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,...มันควรจะเป็นน้องของข้า ท่านหญิงเอริก้า ที่จะเข้าสมรสกับมกุฎราชกุมารแห่งเกลนบรู๊ค,,,PENDING_MANUAL_GENERATION,
174,MS01_X01_A1_1030_M_SMN_0110.wav,MS01_X01_A1_1030_M_SMN_0110,183,183,183,185,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,แต่อาณาจักรทั้งสองกลับไม่ทำแบบนั้น เพราะอะไรรู้ไหม?,,,PENDING_MANUAL_GENERATION,
175,MS01_X01_A1_1030_M_SEL_0040.wav,MS01_X01_A1_1030_M_SEL_0040,167,167,167,169,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,หากความสัมพันธ์ของอาณาจักรเราทั้งคู่มันไปในทิศทางที่ไม่ดี...,,,PENDING_MANUAL_GENERATION,
176,MS01_X01_A1_1030_F_FRE_0090.wav,MS01_X01_A1_1030_F_FRE_0090,159,159,159,161,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,...เราจะได้ถูกเฉดหัวทิ้ง เหมือนเบี้ยตัวหนึ่งสินะเจ้าคะ,,,PENDING_MANUAL_GENERATION,
177,MS01_X01_A1_1030_M_SMN_0120.wav,MS01_X01_A1_1030_M_SMN_0120,184,184,184,186,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,ถูกต้องแล้ว นั่นแหละคือแผนการของผู้ปกครองอาณาจักร,,,PENDING_MANUAL_GENERATION,
179,MS01_X01_A1_1030_M_SEL_0050.wav,MS01_X01_A1_1030_M_SEL_0050,168,168,168,170,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,...ข้าเข้าใจแล้วขอรับ,,,PENDING_MANUAL_GENERATION,
180,MS01_X01_A1_1030_M_SEL_0060.wav,MS01_X01_A1_1030_M_SEL_0060,169,169,169,171,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ไม่ว่าเจตนาเบื้องหลังพิธีวิวาห์มันจะเลวร้ายเพียงใด ข้าจะไม่ทำให้ตระกูลของเราแปดเปื้อนมลทิน,,,PENDING_MANUAL_GENERATION,
181,MS01_X01_A1_1030_M_SMN_0130.wav,MS01_X01_A1_1030_M_SMN_0130,185,185,185,187,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,พูดได้ดีมาก หากเจ้าตัดสินใจเช่นนั้น ข้าก็—,,,PENDING_MANUAL_GENERATION,
182,MS01_X01_A1_1030_M_SMN_0140.wav,MS01_X01_A1_1030_M_SMN_0140,186,186,186,188,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,โอยยยย!,,,PENDING_MANUAL_GENERATION,
183,MS01_X01_A1_1030_M_SEL_0070.wav,MS01_X01_A1_1030_M_SEL_0070,170,170,170,172,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ท่านพ่อ!,,,PENDING_MANUAL_GENERATION,
184,MS01_X01_A1_1030_F_FRE_0110.wav,MS01_X01_A1_1030_F_FRE_0110,161,161,161,163,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,ลอร์ดซีมอนเจ้าคะ!,,,PENDING_MANUAL_GENERATION,
185,MS01_X01_A1_1030_M_SMN_0150.wav,MS01_X01_A1_1030_M_SMN_0150,187,187,187,189,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,ข้าชราแล้ว สุขภาพของข้าคงไม่ดีเหมือนแต่ก่อน ด้วยเหตุผลอื่นอีกมากมาย...ข้าได้ตัดสินใจแล้ว,,,PENDING_MANUAL_GENERATION,
186,MS01_X01_A1_1030_M_SMN_0160.wav,MS01_X01_A1_1030_M_SMN_0160,188,188,188,190,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,นับแต่วันนี้เป็นต้นไป ข้าขอสละตำแหน่งผู้นำตระกูลวูล์ฟฟอร์ต,,,PENDING_MANUAL_GENERATION,
187,MS01_X01_A1_1030_M_SMN_0170.wav,MS01_X01_A1_1030_M_SMN_0170,189,189,189,191,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,และเจ้าจะได้ทำหน้าที่นี้แทนข้า นับจากวันพรุ่งนี้...ลูกเอ๋ย,,,PENDING_MANUAL_GENERATION,
188,MS01_X01_A1_1030_M_SEL_0080.wav,MS01_X01_A1_1030_M_SEL_0080,171,171,171,173,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,แต่ท่านพ่อ! ข้ายังไม่พร้อมจะ—,,,PENDING_MANUAL_GENERATION,
189,MS01_X01_A1_1030_M_SMN_0180.wav,MS01_X01_A1_1030_M_SMN_0180,190,190,190,192,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,ข้าคิดมาดีแล้ว การกระทำและคำพูดของเจ้ามันฟ้อง...ว่าเจ้ามีความพร้อมอย่างมาก,,,PENDING_MANUAL_GENERATION,
190,MS01_X01_A1_1030_M_SMN_0190.wav,MS01_X01_A1_1030_M_SMN_0190,191,191,191,193,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,จงคำนึงถึงความต้องการของประชาชนเสมอ จงคิดให้ดีก่อนที่จะลงมือทำสิ่งใด,,,PENDING_MANUAL_GENERATION,
191,MS01_X01_A1_1030_M_SMN_0200.wav,MS01_X01_A1_1030_M_SMN_0200,192,192,192,194,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,และข้าเชื่อมั่นว่าเจ้าจะเป็นลอร์ดที่ดีได้แน่ ขอให้เจ้าเชื่อมั่นในเบเนดิกต์...เขาจะรับใช้เจ้าอย่างดีเช่นเดียวกับที่เคยรับใช้ข้า,,,PENDING_MANUAL_GENERATION,
192,MS01_X01_A1_1030_M_SEL_0090.wav,MS01_X01_A1_1030_M_SEL_0090,172,172,172,174,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ขอบคุณขอรับท่านพ่อ ข้าจะพยายามให้มาก เพื่อให้สักวันหนึ่งข้าจะได้เป็นที่รักของประชาชนเช่นท่าน,,,PENDING_MANUAL_GENERATION,
193,MS01_X01_A1_1030_M_SMN_0210.wav,MS01_X01_A1_1030_M_SMN_0210,193,193,193,195,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,เฟรเดอริก้า เจ้าช่างอาภัพเสียจริง...หลายคนจับจ้องจะใช้พวกเจ้าเป็นเบี้ยในแผนการของพวกเขา,,,PENDING_MANUAL_GENERATION,
194,MS01_X01_A1_1030_M_SMN_0220.wav,MS01_X01_A1_1030_M_SMN_0220,194,194,194,196,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,ถึงอย่างไร ข้าหวังว่าเจ้าจะคอยสนับสนุนลูกชายข้าไปตลอด ไม่ใช่เพียงฐานะภรรยา...แต่ในฐานะคนของเจ้าด้วย,,,PENDING_MANUAL_GENERATION,
195,MS01_X01_A1_1030_M_SMN_0230.wav,MS01_X01_A1_1030_M_SMN_0230,195,195,195,197,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,นี่คือคำขอร้องจากตระกูลวูล์ฟฟอร์ต...และเป็นความปรารถนาจากผู้เป็นพ่อ,,,PENDING_MANUAL_GENERATION,
196,MS01_X01_A1_1030_F_FRE_0120.wav,MS01_X01_A1_1030_F_FRE_0120,162,162,162,164,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,เจ้าค่ะ ท่านลอร์ด สิ่งนั้นเป็นเจตนาของข้าตั้งแต่ขึ้นเรือมาแล้วเจ้าค่ะ,,,PENDING_MANUAL_GENERATION,
197,MS01_X01_A1_1030_M_M194_0010.wav,MS01_X01_A1_1030_M_M194_0010,163,163,163,165,คนรับใช้,npc,male,MALE_YOUNG_C,triangle-strategy,assets/triangle-strategy/approved_voice_references/MALE_YOUNG_C.wav,ขออนุญาตขอรับ ตอนนี้ลอร์ดดราแกนกับรัฐมนตรีไลล่ามาถึงแล้วขอรับ,,,PENDING_MANUAL_GENERATION,
198,MS01_X01_A1_1030_M_SMN_0240.wav,MS01_X01_A1_1030_M_SMN_0240,196,196,196,198,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,เข้าใจแล้ว การดูแลงานเลี้ยงคืนนี้ จะเป็นครั้งสุดท้ายของข้าในฐานะหัวหน้าตระกูลแล้วนะ,,,PENDING_MANUAL_GENERATION,
199,MS01_X01_A1_1030_M_SMN_0250.wav,MS01_X01_A1_1030_M_SMN_0250,197,197,197,199,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,งานฉลองวันพรุ่งนี้จะเป็นจุดเริ่มต้นของเจ้า ลูกข้า,,,PENDING_MANUAL_GENERATION,
200,MS01_X01_A1_1030_M_SMN_0260.wav,MS01_X01_A1_1030_M_SMN_0260,198,198,198,200,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,และหลังจากนั้นจะเป็นพิธีสมรสของเจ้า คืนนี้เจ้าทั้งคู่หลับพักผ่อนให้สบาย เพื่อรับมือกับวันอันยุ่งเหยิงข้างหน้าเสียเถิด,,,PENDING_MANUAL_GENERATION,
201,MS01_X01_A1_1030_M_SMN_0270.wav,MS01_X01_A1_1030_M_SMN_0270,199,199,199,201,ซีมอน,npc,male,symon,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_N005/candidate_02.wav,วะฮะฮะฮ่าาา!,,,PENDING_MANUAL_GENERATION,
202,MS01_X01_BATTLE_01_AFTER_F_TRI_0010.wav,MS01_X01_BATTLE_01_AFTER_F_TRI_0010,215,215,215,217,ทริช,unknown,female,trish,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P015/candidate_01.wav,เดี๋ยวนะ! ข้าจำเจ้าได้! ลูกหลานตระกูลวูล์ฟฟอร์ต!,,,PENDING_MANUAL_GENERATION,
203,MS01_X01_BATTLE_01_AFTER_M_TRA_0010.wav,MS01_X01_BATTLE_01_AFTER_M_TRA_0010,250,250,250,252,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,เจ้าว่าไงนะ!?,,,PENDING_MANUAL_GENERATION,
204,MS01_X01_BATTLE_01_AFTER_F_FRE_0010.wav,MS01_X01_BATTLE_01_AFTER_F_FRE_0010,200,200,200,202,เฟรเดอริก้า,unknown,female,frederica,triangle-strategy,assets/approved_voice_references/frederica.wav,วูล์ฟฟอร์ตเหรอ? เป็นไปไม่ได้...,,,PENDING_MANUAL_GENERATION,
205,MS01_X01_BATTLE_01_AFTER_F_TRI_0020.wav,MS01_X01_BATTLE_01_AFTER_F_TRI_0020,216,216,216,218,ทริช,unknown,female,trish,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P015/candidate_01.wav,พวกเขามาทำอะไรกันแถวนี้เนี่ย ตอนนี้เนี่ยนะ!?,,,PENDING_MANUAL_GENERATION,
206,MS01_X01_BATTLE_01_AFTER_M_TRA_0020.wav,MS01_X01_BATTLE_01_AFTER_M_TRA_0020,251,251,251,253,ทราวิส,unknown,male,travis,triangle-strategy,work/chapter1_voice_mapping/chapter1_voice_references/candidates/CHAR_ID_P014/candidate_01.wav,ผิดแผนกันหมด รีบเผ่นไปเถอะ!,,,PENDING_MANUAL_GENERATION,
207,MS01_X01_BATTLE_01_AFTER_M_RLN_0010.wav,MS01_X01_BATTLE_01_AFTER_M_RLN_0010,225,225,225,227,โรแลนด์,unknown,male,roland,triangle-strategy,assets/approved_voice_references/roland.wav,อย่างน้อยโจรกระจอกพวกนั้นก็รู้ตัวเองว่าสู้พวกเราไม่ได้,,,PENDING_MANUAL_GENERATION,
208,MS01_X01_BATTLE_01_AFTER_M_SEL_0010.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0010,234,234,234,236,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,เป็นข้าคงจับพวกเขาไปทำโทษให้สำนึกผิดแล้วล่ะ แต่...ช่างมันเถอะ,,,PENDING_MANUAL_GENERATION,
209,MS01_X01_BATTLE_01_AFTER_M_RLN_0020.wav,MS01_X01_BATTLE_01_AFTER_M_RLN_0020,226,226,226,228,โรแลนด์,unknown,male,roland,triangle-strategy,assets/approved_voice_references/roland.wav,ว่าที่เจ้าสาวของเจ้าปลอดภัยดี สิ่งนั้นสำคัญที่สุดแล้วนี่เนอะ?,,,PENDING_MANUAL_GENERATION,
210,MS01_X01_BATTLE_01_AFTER_M_SEL_0020.wav,MS01_X01_BATTLE_01_AFTER_M_SEL_0020,235,235,235,237,เซเรโนอา,unknown,male,serenoa,triangle-strategy,assets/approved_voice_references/serenoa.wav,ว่าที่เจ้าสาว...ของข้าเหรอ?,,,PENDING_MANUAL_GENERATION,
