translation_id,english_text,count,thai_text
BT0845,"Won't be that easy, will it?",1,คงไม่ง่ายขนาดนั้นสินะ?
BT0846,When did I get so old?,1,ข้าแก่ขนาดนี้ตั้งแต่เมื่อไรกัน?
BT0847,So it comes to this.,1,สุดท้ายก็มาถึงจุดนี้
BT0848,"Uh-oh, that stinks.",1,แย่ล่ะ แบบนี้ไม่ดี
BT0849,Someone give an old man a hand.,1,ใครก็ได้ช่วยคนแก่ที
BT0850,Fet!,1,เฮอะ!
BT0851,Blech!,1,แหวะ!
BT0852,That's it!,1,นั่นแหละ!
BT0853,Time to end this.,1,ได้เวลาจบเรื่องนี้
BT0854,It's nothing personal.,1,ไม่ใช่เรื่องส่วนตัวหรอก
BT0855,Sorry to pile on!,1,ขอโทษที่ซ้ำเติม!
BT0856,Sloppy!,2,สะเพร่า!
BT0857,And for good measure!,1,เอาเพิ่มอีกหน่อย!
BT0858,HAHA!,3,ฮ่า ฮ่า!
BT0859,With years comes wisdom!,1,อายุมากย่อมมากด้วยปัญญา!
BT0860,Never claimed I was perfect!,1,ข้าไม่เคยบอกว่าตัวเองสมบูรณ์แบบ!
BT0861,Ah! Whoops!,1,อ๊ะ! พลาดแล้ว!
BT0862,WHAT?!,2,อะไรนะ?!
BT0863,NAAH!,1,อ๊าก!
BT0864,"Oh, that does it!",1,โอ้ แบบนี้พอที!
BT0865,Hold it right there!,2,หยุดอยู่ตรงนั้น!
BT0866,You're not getting past me!,1,เจ้าผ่านข้าไปไม่ได้!
BT0867,"Oh, the folly of youth.",1,โอ้ ความหุนหันของคนหนุ่มสาว
BT0868,Phew.,1,เฮ้อ
BT0869,"I'm planning on a long, long life.",1,ข้ายังตั้งใจจะอยู่อีกนานแสนนาน
BT0870,"Ah, reminds me of my youth.",1,อา ทำให้นึกถึงวัยหนุ่ม
BT0871,I feel as light as a feather.,1,รู้สึกเบาดั่งขนนก
BT0872,"Oh, now that feels good.",1,โอ้ รู้สึกดีจริง
BT0873,I'm setting a poor example.,1,ข้ากำลังเป็นตัวอย่างที่ไม่ดี
BT0874,"Sorry, young ones.",1,ขอโทษนะ พวกหนุ่มสาว
BT0875,Shia!,1,ชิยะ!
BT0876,I'll be using this.,1,ข้าจะใช้สิ่งนี้
BT0877,I've got my sights all set.,1,ข้าเล็งเป้าไว้แล้ว
BT0878,You're not getting away.,1,เจ้าหนีไม่พ้น
BT0879,I saw through that plain as day.,1,ข้ามองแผนเจ้าออกชัดเจน
BT0880,"So that's your weak spot, eh?",1,นั่นคือจุดอ่อนของเจ้าสินะ?
BT0881,I've got you marked.,1,ข้าหมายหัวเจ้าไว้แล้ว
BT0882,First things first.,1,อย่างแรกก่อน
BT0883,HIT!,1,โดน!
BT0884,I saw that.,1,ข้าเห็นนะ
BT0885,My specialty!,1,ของถนัดข้า!
BT0886,Nowhere to go.,1,ไม่มีที่ให้หนี
BT0887,Think you can take it?,1,คิดว่าจะรับไหวไหม?
BT0888,I'm only getting started.,1,ข้าเพิ่งเริ่มเท่านั้น
BT0889,Absolutely wonderful.,1,ยอดเยี่ยมจริง ๆ
BT0890,Excellent!,6,ยอดเยี่ยม!
BT0891,Consider it done.,1,ถือว่าเรียบร้อย
BT0892,I'm getting back into the hang of this.,1,ข้าเริ่มกลับมาเข้าที่แล้ว
BT0893,I'm not past my prime yet.,1,ข้ายังไม่เลยจุดสูงสุดหรอก
BT0894,For my lord.,1,เพื่อเจ้านายของข้า
BT0895,Every defense has a weakness.,1,ทุกการป้องกันย่อมมีจุดอ่อน
BT0896,I must find a way through.,1,ข้าต้องหาทางเจาะเข้าไป
BT0897,This is only temporary.,1,นี่เป็นเพียงชั่วคราว
BT0898,HUAH!,4,ฮึ่ย!
BT0899,Now submit!,1,ยอมจำนนซะ!
BT0900,Just so.,1,นั่นแหละ
BT0901,That hit the mark.,2,เข้าเป้า
BT0902,That looked painful.,1,ดูแล้วน่าจะเจ็บนะ
BT0903,What a waste.,2,น่าเสียดาย
BT0904,Die!,2,ตายซะ!
BT0905,No! Ah!,1,ไม่! อ๊าก!
BT0906,You dropped your guard.,1,เจ้าลดการป้องกันแล้ว
BT0907,I won't waste this chance.,1,ข้าจะไม่ปล่อยโอกาสนี้ไป
BT0908,Lackluster.,1,น่าผิดหวัง
BT0909,Is that all?,1,มีดีแค่นี้หรือ?
BT0910,Close!,1,เกือบไป!
BT0911,I may have need of you again.,1,ข้าอาจต้องใช้เจ้าอีก
BT0912,Now the fight begins.,1,การต่อสู้เริ่มขึ้นแล้ว
BT0913,"Now, see what I can do.",1,เอาล่ะ ดูฝีมือข้า
BT0914,I'll bring this to a close.,1,ข้าจะปิดฉากเรื่องนี้
BT0915,"My lord, I failed you.",1,นายท่าน ข้าทำให้ท่านผิดหวัง
BT0916,Be still.,1,อยู่นิ่ง ๆ
BT0917,Bask in your final moments.,1,ดื่มด่ำกับช่วงเวลาสุดท้ายของเจ้า
BT0918,Behold!,2,จงดู!
BT0919,This will lead us to victory.,1,สิ่งนี้จะนำเราไปสู่ชัยชนะ
BT0920,Are you well?,1,เจ้าไม่เป็นไรใช่ไหม?
BT0921,Deep breaths.,1,หายใจลึก ๆ
BT0922,War is a battle of wits.,1,สงครามคือการประลองปัญญา
BT0923,Your strategy must be refined.,1,กลยุทธ์ของเจ้าต้องปรับปรุง
BT0924,"Ah, so beautiful.",1,อา ช่างงดงาม
BT0925,The pain will end soon.,1,ความเจ็บปวดจะจบลงในไม่ช้า
BT0926,No true pain.,1,ไม่มีความเจ็บปวดแท้จริง
BT0927,"Hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm, hmm,",1,หึม หึม หึม...
BT0928,There is nowhere to run.,1,ไม่มีที่ให้หนี
BT0929,I shall try my level best.,1,ข้าจะพยายามให้ถึงที่สุด
BT0930,Let us pry out their weakness.,1,มาหาจุดอ่อนของพวกมันกัน
BT0931,There is no mercy on the battlefield.,1,สนามรบไม่มีความเมตตา
BT0932,I see a path to victory.,1,ข้ามองเห็นหนทางสู่ชัยชนะ
BT0933,This is troubling.,1,น่าหนักใจ
BT0934,I must find a way.,1,ข้าต้องหาทาง
BT0935,These foes are not to be trifled with.,1,ศัตรูพวกนี้ประมาทไม่ได้
BT0936,Victory is not yet out of reach.,1,ชัยชนะยังไม่ไกลเกินเอื้อม
BT0937,NOW!,5,ตอนนี้!
BT0938,Your defense is weak!,1,การป้องกันของเจ้าอ่อนแอ!
BT0939,You were overconfident.,1,เจ้ามั่นใจเกินไป
BT0940,You have nothing left.,1,เจ้าไม่เหลืออะไรแล้ว
BT0941,My stratagem is superior.,1,กลยุทธ์ของข้าเหนือกว่า
BT0942,I struck true.,1,ข้าโจมตีเข้าเป้า
BT0943,Follow my lead.,1,ตามข้ามา
BT0944,That seemed to work.,1,ดูเหมือนจะได้ผล
BT0945,Just as I planned.,1,เป็นไปตามแผน
BT0946,It cannot be.,1,เป็นไปไม่ได้
BT0947,I must take a different tack.,1,ข้าต้องเปลี่ยนแนวทาง
BT0948,My lord!,1,นายท่าน!
BT0949,You deserve this.,1,เจ้าสมควรโดนแบบนี้
BT0950,You've been deceived.,1,เจ้าถูกหลอกแล้ว
BT0951,Now.,1,ตอนนี้
BT0952,I anticipated that.,1,ข้าคาดไว้แล้ว
BT0953,You're an open book!,1,ข้าอ่านเจ้าออกหมด!
BT0954,"You came, you missed.",1,เจ้ามาแล้วก็พลาด
BT0955,I will remember this.,1,ข้าจะจำเรื่องนี้ไว้
BT0956,This will be of great use.,1,นี่จะมีประโยชน์มาก
BT0957,My utmost thanks.,1,ขอขอบคุณอย่างสูง
BT0958,Splendid.,2,ยอดเยี่ยม
BT0959,Your judgment is sound.,1,การตัดสินใจของเจ้าถูกต้อง
BT0960,I shall make use of this.,1,ข้าจะใช้สิ่งนี้ให้เป็นประโยชน์
BT0961,My intuition was mistaken.,1,สัญชาตญาณของข้าผิดไป
BT0962,Lord Saranoa.,1,ท่านเซเรโนอา
BT0963,I'm afraid this may hurt.,1,เกรงว่านี่จะเจ็บนะ
BT0964,Let us reverse our fortunes.,1,มาพลิกสถานการณ์กัน
BT0965,This should do.,2,แบบนี้น่าจะได้
BT0966,All for victory.,1,ทุกอย่างเพื่อชัยชนะ
BT0967,I have your back.,2,ข้าคอยหนุนหลังเจ้า
BT0968,There is always a way.,1,ย่อมมีหนทางเสมอ
BT0969,This will serve well.,1,สิ่งนี้จะใช้ได้ดี
BT0970,We must stay vigilant.,1,เราต้องระวังตัวอยู่เสมอ
BT0971,Let us steal our defenses.,1,มาเสริมการป้องกันของเรากัน
BT0972,It is time to strike.,1,ถึงเวลาโจมตี
BT0973,Preparation is key.,1,การเตรียมพร้อมคือกุญแจสำคัญ
BT0974,This is our chance.,1,นี่คือโอกาสของเรา
BT0975,We must move fast.,1,เราต้องรีบ
BT0976,A brief respite.,1,พักสักครู่
BT0977,Stay composed.,1,ตั้งสติไว้
BT0978,We make it up here.,1,เราจะชดเชยตรงนี้
BT0979,This must work.,1,ต้องได้ผล
BT0980,Tomorrow is a new day.,1,พรุ่งนี้คือวันใหม่
BT0981,I see the threads of battle more clearly.,1,ข้ามองเส้นทางของการต่อสู้ชัดเจนขึ้น
BT0982,For the future of House Wulford.,1,เพื่ออนาคตแห่งตระกูลวูลฟอร์ต
BT0983,My knowledge grows deeper.,1,ความรู้ของข้าลึกซึ้งขึ้น
BT0984,The honor is mine.,1,เป็นเกียรติของข้า
BT0985,Never stop learning.,1,อย่าหยุดเรียนรู้
BT0986,All for the young Lord.,1,ทุกอย่างเพื่อคุณหนู
BT0987,"Ah, right then.",1,อา ได้สิ
BT0988,"What to do, what to do.",1,จะทำอะไรดี จะทำอะไรดี
BT0989,"Ah, tricky.",1,อา ยุ่งยากจริง
BT0990,Did I take on too much?,1,ข้ารับมือมากเกินไปหรือ?
BT0991,didn't account for this.,1,ข้าไม่ได้คำนึงถึงเรื่องนี้
BT0992,My body.,1,ร่างกายของข้า...
BT0993,Heeyah!,1,เฮ้ย่า!
BT0994,You're finished!,5,เจ้าจบแล้ว!
BT0995,Efficiency is key.,1,ประสิทธิภาพคือสิ่งสำคัญ
BT0996,Exploit their weakness!,1,เล่นงานจุดอ่อนของพวกมัน!
BT0997,Scratch my back. I'll scratch yours.,1,ช่วยข้า แล้วข้าจะช่วยเจ้า
BT0998,Exactly as planned.,1,เป็นไปตามแผนเป๊ะ
BT0999,No use?,1,ไม่ได้ผลหรือ?
BT1000,Time to switch tactics.,1,ได้เวลาเปลี่ยนกลยุทธ์
BT1001,Agh! Agh!,1,อั่ก! อั่ก!
BT1002,Now it's my turn!,1,ตอนนี้ตาข้าแล้ว!
BT1003,"Phew, thank you.",1,เฮ้อ ขอบคุณ
BT1004,"Yes, that'll help.",1,ใช่ แบบนั้นช่วยได้
BT1005,Very good.,5,ดีมาก
BT1006,Let's give this a shot.,1,ลองดูสักตั้ง
BT1007,H U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U U,1,ฮู่ววว!
BT1008,You want to see what I can do?,1,อยากเห็นว่าข้าทำอะไรได้ไหม?
BT1009,This may hurt.,1,นี่อาจเจ็บนะ
BT1010,I can hold my own in a fight.,1,ข้าดูแลตัวเองในสนามรบได้
BT1011,This is for the have-nots.,1,นี่เพื่อคนที่ไม่มีอะไร
BT1012,"Now then, to work.",1,เอาล่ะ ได้เวลาทำงาน
BT1013,Where was I?,1,ข้าทำถึงไหนแล้วนะ?
BT1014,"So, it falls to me.",1,ดูเหมือนต้องเป็นข้า
BT1015,Time for some research.,1,ได้เวลาวิจัย
BT1016,Are we not finished?,1,ยังไม่จบอีกหรือ?
BT1017,Steady now.,1,ใจเย็นไว้
BT1018,Wouldn't mind a potion.,1,อยากได้ยาสักขวด
BT1019,I'll be fine.,1,ข้าจะไม่เป็นไร
BT1020,My models were off.,1,แบบจำลองของข้าคลาดเคลื่อน
BT1021,BEGONE!,2,ไปให้พ้น!
BT1022,We're done here!,1,จบกันตรงนี้!
BT1023,Following up!,1,ตามซ้ำ!
BT1024,Have another!,5,รับไปอีกที!
BT1025,Most interesting.,1,น่าสนใจมาก
BT1026,"Yes, very effective.",1,ใช่ ได้ผลดีมาก
BT1027,You're joking!,1,ล้อเล่นน่า!
BT1028,That didn't work.,1,ไม่ได้ผล
BT1029,D'UGH!,1,อั่ก!
BT1030,My calculations were correct.,1,การคำนวณของข้าถูกต้อง
BT1031,Thought you might.,1,คิดแล้วว่าเจ้าต้องทำ
BT1032,Now's my chance.,1,ตอนนี้คือโอกาสของข้า
BT1033,Have it your way.,1,ตามใจเจ้า
BT1034,That was close!,1,เกือบไป!
BT1035,Most appreciated.,1,ขอบคุณมาก
BT1036,Much better.,1,ดีขึ้นมาก
BT1037,That certainly helps.,1,ช่วยได้มากทีเดียว
BT1038,This shall be a boon!,1,นี่จะเป็นประโยชน์อย่างยิ่ง!
BT1039,Just what I needed.,1,นี่แหละที่ข้าต้องการ
BT1040,Not like this.,1,จะจบแบบนี้ไม่ได้
BT1041,But... my research...,1,แต่... งานวิจัยของข้า...
BT1042,Hmm.,2,อืม
BT1043,Casting!,1,ร่ายเวท!
BT1044,Defense is paramount.,1,การป้องกันสำคัญที่สุด
BT1045,There is no escape.,1,ไม่มีทางหนี
BT1046,Do your worst.,1,เข้ามาให้เต็มที่
BT1047,Ready to attack.,1,พร้อมโจมตี
BT1048,I'll stay their feet.,1,ข้าจะตรึงเท้าพวกมันไว้
BT1049,Freeze!,2,แข็งเป็นน้ำแข็งซะ!
BT1050,Run them through!,1,แทงให้ทะลุ!
BT1051,"Shield us, Frigid Winds!",1,สายลมเยือกแข็ง โปรดคุ้มครองเรา!
BT1052,You'll be fine.,1,เจ้าจะไม่เป็นไร
BT1053,I see through you.,1,ข้ามองเจ้าออก
BT1054,I do not miss.,1,ข้าไม่พลาด
BT1055,If I take your mobility...,1,ถ้าข้าจำกัดการเคลื่อนไหวของเจ้า...
BT1056,That's far enough.,1,พอแค่นั้น
BT1057,Let me cause some trouble.,1,ให้ข้าสร้างปัญหาสักหน่อย
BT1058,This is everything I've got!,1,นี่คือทุกอย่างที่ข้ามี!
BT1059,Come no closer.,1,อย่าเข้ามาใกล้
BT1060,A cold wind blows.,1,สายลมเย็นพัดมา
BT1061,Another approach.,1,ลองอีกวิธี
BT1062,Ice wall!,1,กำแพงน้ำแข็ง!
BT1063,I'll seal them off.,1,ข้าจะปิดทางพวกมัน
BT1064,This is quite the discovery.,1,ช่างเป็นการค้นพบที่น่าสนใจ
BT1065,The results are in and excellent!,1,ผลออกมาแล้ว ยอดเยี่ยม!
BT1066,My research bears fruit.,1,งานวิจัยของข้าออกผลแล้ว
BT1067,to further the arcane arts.,1,เพื่อพัฒนาศาสตร์แห่งเวทมนตร์
BT1068,Moving out.,1,เคลื่อนพล
BT1069,I'm not yet satisfied.,1,ข้ายังไม่พอใจ
BT1070,My debt is not yet repaid.,1,หนี้ของข้ายังไม่ได้ชำระ
BT1071,If it's a fight you want.,1,ถ้าเจ้าอยากสู้
BT1072,Curses! What's going on?,1,บ้าเอ๊ย! เกิดอะไรขึ้น?
BT1073,You traitors!,1,พวกคนทรยศ!
BT1074,Oh no.,1,ไม่นะ
BT1075,You won't get away with this!,1,พวกเจ้าจะไม่ได้ลอยนวล!
BT1076,Away!,2,ไปให้พ้น!
BT1077,You asked for this!,1,เจ้าหาเรื่องเองนะ!
BT1078,I won't fall here!,1,ข้าจะไม่ล้มตรงนี้!
BT1079,Die already!,1,ตายสักที!
BT1080,And another!,1,อีกที!
BT1081,That seemed to do the trick.,1,ดูเหมือนจะได้ผล
BT1082,Time to change tactics.,1,ได้เวลาเปลี่ยนกลยุทธ์
BT1083,GAAAGH!,1,อ๊ากก!
BT1084,If you insist!,2,ถ้าเจ้ายืนยัน!
BT1085,What was that?,1,นั่นอะไร?
BT1086,Not this time!,3,คราวนี้ไม่!
BT1087,Apologies for the imposition.,1,ขออภัยที่รบกวน
BT1088,Good. Very good.,1,ดี ดีมาก
BT1089,I'll make good use of this.,1,ข้าจะใช้สิ่งนี้ให้คุ้ม
BT1090,The tide is in my favor.,1,สถานการณ์เข้าข้างข้า
BT1091,This cannot be...,1,เป็นไปไม่ได้...
BT1092,No! Not this way!,1,ไม่! จะจบแบบนี้ไม่ได้!
BT1093,Don't underestimate me!,1,อย่าดูถูกข้า!
BT1094,You won't live to regret this.,1,เจ้าจะไม่มีชีวิตไปเสียใจ
BT1095,You are not worthy of my time.,1,เจ้าไม่คู่ควรกับเวลาของข้า
BT1096,Realize the gulf between our skills.,1,จงตระหนักถึงความต่างของฝีมือเรา
BT1097,How annoying.,1,น่ารำคาญจริง
BT1098,A pathetic state I'm in.,1,ข้าช่างตกอยู่ในสภาพน่าสมเพช
BT1099,This is nothing.,2,แค่นี้ไม่เป็นไร
BT1100,What dirty tricks.,1,กลอุบายสกปรกจริง
BT1101,KRAH!,1,ย๊าก!
BT1102,I deliver you to the Goddess!,1,ข้าจะส่งเจ้าไปหาเทพธิดา!
BT1103,I see your every opening.,1,ข้ามองเห็นทุกช่องโหว่ของเจ้า
BT1104,By her grace!,1,ด้วยพระเมตตาของนาง!
BT1105,My aid is yours.,1,ข้าจะช่วยเจ้า
BT1106,There's no joy in an easy victory.,1,ชัยชนะที่ง่ายเกินไปไม่น่าสนุก
BT1107,This was destined to occur!,1,เรื่องนี้ถูกกำหนดไว้แล้ว!
BT1108,Pitiful.,1,น่าสมเพช
BT1109,Interesting.,1,น่าสนใจ
BT1110,You brute!,1,ไอ้คนป่าเถื่อน!
BT1111,You'll have to do better.,1,ต้องทำได้ดีกว่านี้
BT1112,Allow me to show you.,1,ให้ข้าแสดงให้ดู
BT1113,Not this time.,1,คราวนี้ไม่
BT1114,You thought wrong.,1,เจ้าคิดผิดแล้ว
BT1115,Ha ha!,5,ฮ่า ฮ่า!
BT1116,My wounds are soothed.,1,บาดแผลของข้าทุเลาลงแล้ว
BT1117,The fight continues.,1,การต่อสู้ยังดำเนินต่อ
BT1118,This will do nicely.,1,นี่ใช้ได้ดีเลย
BT1119,I won't waste this boon.,1,ข้าจะไม่ปล่อยพรนี้เสียเปล่า
BT1120,I'll take it from here.,2,ต่อจากนี้ข้าจัดการเอง
BT1121,No. Inconceivable.,1,ไม่ เป็นไปไม่ได้
BT1122,Does the goddess forsake me?,1,เทพธิดาทอดทิ้งข้าหรือ?
BT1123,It ends here.,5,จบกันตรงนี้
BT1124,Make your peace.,1,เตรียมใจตายซะ
BT1125,Your lifeblood shall paint my sword.,1,เลือดของเจ้าจะย้อมดาบข้า
BT1126,HUUUAAAGH!,1,อ๊ากกก!
BT1127,My eyes see clearly.,1,ดวงตาของข้ามองเห็นชัดเจน
BT1128,Victory is mine to take!,1,ชัยชนะเป็นของข้า!
BT1129,The battle is mine!,1,ศึกนี้เป็นของข้า!
BT1130,Kneel before me!,1,คุกเข่าต่อหน้าข้า!
BT1131,All shall yield before me.,1,ทุกคนต้องยอมจำนนต่อข้า
BT1132,I've been waiting for this!,1,ข้ารอจังหวะนี้อยู่!
BT1133,Come at me!,1,เข้ามา!
BT1134,I'll take you on!,1,ข้าจะรับมือเจ้าเอง!
BT1135,It's only a flesh wound.,1,ก็แค่แผลถลอก
BT1136,That all you got?,1,มีดีแค่นี้รึ?
BT1137,Ha! That tickled!,1,ฮ่า! แค่คันนิดหน่อย!
BT1138,I'll show you what I'm made of.,1,ข้าจะแสดงให้เห็นว่าข้าทำอะไรได้
BT1139,This ain't ideal.,1,สถานการณ์ไม่ค่อยดี
BT1140,Hrrah!,1,ฮึ่ย!
BT1141,Hurrah!,1,ไชโย!
BT1142,DAAAGH!,1,อ๊ากก!
BT1143,You're done!,1,เจ้าจบแล้ว!
BT1144,Time to die!,1,ได้เวลาตาย!
BT1145,Just die already!,1,ตายสักที!
BT1146,"Hurts, don't it?",1,เจ็บใช่ไหมล่ะ?
BT1147,The hell?!,1,อะไรวะ?!
BT1148,Not even a scratch.,1,ไม่มีแม้แต่รอยขีดข่วน
BT1149,NUAAAGH!,1,อ๊ากก!
BT1150,C'mon!,1,เข้ามา!
BT1151,This can't be!,1,เป็นไปไม่ได้!
BT1152,You've done it now!,1,เจ้าทำให้ข้าเอาจริงแล้ว!
BT1153,Ha! Not quite.,1,ฮ่า! ยังไม่พอ
BT1154,Thought you had me?,2,คิดว่าจัดการข้าได้แล้วหรือ?
BT1155,Nice try!,4,เกือบดี!
BT1156,I ain't that slow!,1,ข้าไม่ได้ช้าขนาดนั้น!
BT1157,I owe ya.,1,ข้าติดหนี้เจ้า
BT1158,That's the stuff!,1,นี่แหละของดี!
BT1159,That'll do!,1,เท่านี้ก็พอ!
BT1160,"Aye, I'll keep on then.",1,เออ ข้ายังไปต่อได้
BT1161,We'll get him yet.,1,เราจะจัดการมันได้
BT1162,I thought I had him.,1,นึกว่าจัดการมันได้แล้ว
BT1163,My lord.,1,นายท่าน
BT1164,Nyaaah!,1,เนี๊ยวว!
BT1165,Enjoy!,1,รับไป!
BT1166,Outta my way!,2,หลีกไป!
BT1167,Get back!,1,ถอยไป!
BT1168,You're in the way!,1,เกะกะ!
BT1169,You alright?,1,ไม่เป็นไรใช่ไหม?
BT1170,This ain't nothing.,2,แค่นี้ไม่เท่าไร
BT1171,House Wolfort won't lose.,1,ตระกูลวูลฟอร์ตจะไม่แพ้
BT1172,Ain't much of a wound.,1,แผลแค่นี้ไม่เท่าไร
BT1173,Push on through!,1,ลุยต่อไป!
BT1174,It ain't nothing.,1,ไม่เป็นอะไร
BT1175,Look to my shield!,1,มองที่โล่ของข้า!
BT1176,Rawr!,2,กรร!
BT1177,A test of strength!,1,มาวัดกำลังกัน!
BT1178,Show me what you're made of.,1,แสดงให้ข้าเห็นว่าเจ้ามีดีอะไร
BT1179,TO VICTORY!,1,สู่ชัยชนะ!
BT1180,I'll give it all I've got!,1,ข้าจะทุ่มสุดกำลัง!
BT1181,This fight is mine!,1,ศึกนี้เป็นของข้า!
BT1182,I'll be your shield!,1,ข้าจะเป็นโล่ให้เจ้า!
BT1183,I'll draw him in!,1,ข้าจะล่อมันเอง!
BT1184,You'll have to get through me!,1,ถ้าจะผ่าน ต้องผ่านข้าไปก่อน!
BT1185,I'll cover for ya!,1,ข้าจะคุ้มกันให้!
BT1186,Come and get me!,1,เข้ามาหาข้าสิ!
BT1187,Got something up my sleeve.,1,ข้ามีลูกเล่นซ่อนอยู่
BT1188,I love the battlefield!,1,ข้ารักสนามรบ!
BT1189,Look at me learning.,1,ดูข้าเรียนรู้สิ
BT1190,To battle with pleasure.,1,ยินดีที่ได้เข้าสู่สนามรบ
BT1191,Ready and willing.,1,พร้อมเสมอ
BT1192,Practice makes perfect.,1,ฝึกฝนทำให้สมบูรณ์แบบ
BT1193,Ha ha! Ain't no way I'd lose.,1,ฮ่า ฮ่า! ข้าไม่มีวันแพ้หรอก
BT1194,I stand ready.,1,ข้าพร้อมแล้ว
BT1195,Are you in need?,1,ต้องการความช่วยเหลือไหม?
BT1196,At your command.,2,ตามคำสั่ง
BT1197,My time has come.,1,เวลาของข้ามาถึงแล้ว
BT1198,I yet stand.,1,ข้ายังยืนอยู่
BT1199,Pathetic.,1,น่าสมเพช
BT1200,Who needs my shield?,1,ใครต้องการโล่ของข้า?
BT1201,I fight on.,1,ข้าจะสู้ต่อ
BT1202,Sigh.,1,เฮ้อ
BT1203,MOVE ASIDE!,1,หลีกไป!
BT1204,Outta the way!,1,ออกไปจากทาง!
BT1205,Yield!,1,ยอมแพ้ซะ!
BT1206,Here you fall!,1,เจ้าจะล้มลงตรงนี้!
BT1207,Got you now!,1,จับเจ้าได้แล้ว!
BT1208,On it!,1,รับทราบ!
BT1209,Taste my shield!,1,ชิมโล่ข้าดู!
BT1210,I am at your back!,1,ข้าอยู่ด้านหลังเจ้า!
BT1211,"Painful, wasn't it?",1,เจ็บใช่ไหม?
BT1212,Curses!,3,บ้าเอ๊ย!
BT1213,God.,1,พระเจ้า...
BT1214,Your defense is shabby.,1,การป้องกันของเจ้าหละหลวม
BT1215,Repaid and kind.,1,ข้าจะตอบแทนอย่างสาสม
BT1216,This is far from over!,1,ยังไม่จบแค่นี้!
BT1217,You got careless!,1,เจ้าประมาทแล้ว!
BT1218,That was most welcome.,1,นี่ช่วยได้มาก
BT1219,Well done.,4,ทำได้ดี
BT1220,My wounds are healed.,1,บาดแผลของข้าหายแล้ว
BT1221,Power stirs within me.,1,พลังเอ่อล้นอยู่ในตัวข้า
BT1222,My shield is broken.,1,โล่ของข้าแตกแล้ว
BT1223,I... admit defeat.,1,ข้า...ยอมรับความพ่ายแพ้
BT1224,This will serve.,1,สิ่งนี้ใช้ได้
BT1225,En garde!,3,เตรียมดาบ!
BT1226,"Try me, if you dare!",1,กล้าก็ลองดู!
BT1227,Hardening my defense!,1,เสริมการป้องกัน!
BT1228,I won't stand for it!,1,ข้ายอมไม่ได้!
BT1229,I have to do something!,1,ข้าต้องทำอะไรสักอย่าง!
BT1230,OUTTA MY WAY!,1,หลีกไป!
BT1231,You dare test my shield!,1,กล้าทดสอบโล่ของข้าหรือ!
BT1232,It'll take more than that!,1,แค่นี้ยังไม่พอ!
BT1233,I shall protect one and all!,1,ข้าจะปกป้องทุกคน!
BT1234,I am your shield.,2,ข้าคือโล่ของเจ้า
BT1235,I will carry you!,1,ข้าจะพาเจ้าไปเอง!
BT1236,None may pass!,1,ไม่มีใครผ่านไปได้!
BT1237,I shall reach greater heights!,1,ข้าจะขึ้นไปให้สูงกว่านี้!
BT1238,I've mastered something new.,1,ข้าเชี่ยวชาญสิ่งใหม่แล้ว
BT1239,My work bears fruit.,1,ผลงานของข้าออกผล
BT1240,Give me strength.,1,โปรดมอบพลังให้ข้า
BT1241,At once!,1,ทันที!
